Ticker	EntryTime	ExitTime	Return [%]	CAGR [%]	Sharpe Ratio	Max. Drawdown [%]	Win Rate [%]	# Trades	Expectancy [%]	Profit Factor	Duration	Avg. Trade [%]	Max. Trade Duration	Avg. Trade Duration
SPY	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	21.3383932495117	10.260498780491867	1.2611216567922843	-1.6668410841704007	100.0	5	5.099216823818475		727 days 06:00:00	5.062250625919651	4 days 06:00:00	2 days 04:00:00
META	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	28.782739868164064	13.626392700728719	1.7735908969015826	-3.749175664329729	100.0	5	6.699625949177845		727 days 06:00:00	6.625223320774487	7 days 04:00:00	3 days 16:00:00
AAPL	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	52.93649856567386	23.931006264318434	1.6456255342039552	-2.1215883864912244	100.0	12	4.464154833010829		727 days 06:00:00	4.380238796195379	7 days 01:00:00	3 days 04:00:00
AMZN	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	45.69050872802742	20.930103280429947	1.972565968189154	-2.162331974691589	100.0	12	3.536157744842045		727 days 06:00:00	3.4999615429831987	7 days 05:00:00	3 days 04:00:00
NFLX	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	7.334645004272497	3.6391803826141933	1.7434464335134363	-0.9071167574857264	100.0	7	1.3916878226951823		727 days 06:00:00	1.389668095169183	2 days 06:00:00	1 days 01:00:00
MRNA	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	143.86578870773323	56.861033805292415	2.4340489960143077	-4.07888733602878	100.0	11	10.555423644963197		727 days 06:00:00	10.422999239694919	7 days 01:00:00	4 days 00:00:00
TSLA	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	108.69811401367191	44.99734711380099	1.699790410424856	-2.7638398873952474	90.0	11	7.950271068284867	1810.1687352972497	727 days 06:00:00	7.709295132659655	6 days 05:00:00	2 days 11:00:00
TNA	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	89.73060363769531	38.185402578311226	1.973382457866947	-2.6950105420424753	100.0	7	11.481801415534546		727 days 06:00:00	11.277945590059723	7 days 02:00:00	3 days 19:00:00
GLD	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	2.7359985351562135	1.372475933216033	0.8535152926483939	-1.0635617245516316	100.0	3	1.3933818773223305		727 days 06:00:00	1.3925779676503325	3 days 06:00:00	2 days 04:00:00
SLV	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	21.578222808837836	10.370503704529611	1.894673012957893	-2.2381584487099926	100.0	8	2.840553819349039		727 days 06:00:00	2.8343224233357667	4 days 03:00:00	3 days 12:00:00
USO	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	26.93588653564453	12.800537811671852	2.096966596518801	-1.2766581215930661	100.0	8	3.492683148481964		727 days 06:00:00	3.476944169453011	4 days 04:00:00	2 days 03:00:00
BAC	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	8.440352363586426	4.176980912367911	1.1110658731223928	-5.457743103527301	100.0	8	1.3279129049359426		727 days 06:00:00	1.3241456407709684	5 days 05:00:00	2 days 12:00:00
CVX	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	19.993619384765626	9.641674720077575	2.3187657537126998	-1.1960315614523043	100.0	10	2.3338818772564744		727 days 06:00:00	2.3252070999984165	5 days 06:00:00	1 days 20:00:00
XOM	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	46.14643417358395	21.121071463900364	2.812115243029864	-1.3298338368507356	100.0	13	3.1968350474220206		727 days 06:00:00	3.182124625338978	5 days 06:00:00	3 days 00:00:00
QQQ	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	16.689281005859375	8.106375870926996	0.9013234424100927	-0.6999713402386809	100.0	3	8.211733227940886		727 days 06:00:00	8.170921944797271	2 days 00:00:00	1 days 03:00:00
MSFT	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	44.462635192871076	20.414322023161112	1.8467341901122534	-2.1707747977810388	100.0	10	4.302937345080794		727 days 06:00:00	4.211744849608801	7 days 01:00:00	2 days 06:00:00
NVDA	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	56.95954406738283	25.566782090689124	2.2067161431770144	-2.1209530158865175	100.0	9	6.793248585829821		727 days 06:00:00	6.694516818752128	8 days 05:00:00	3 days 12:00:00
WMT	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	9.863806304931623	4.865348203997311	0.939797655391913	-2.08134015166338	100.0	3	4.852442272066304		727 days 06:00:00	4.846166681985964	6 days 05:00:00	4 days 03:00:00
BA	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	66.06359558105468	29.19353983087842	2.5480521399643714	-2.2587252994052176	100.0	13	4.795177537265519		727 days 06:00:00	4.754220809687615	5 days 06:00:00	2 days 05:00:00
DIS	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	37.96230926513676	17.646884359717042	1.571721278407842	-1.8057307766334518	100.0	11	3.3289060792419263		727 days 06:00:00	3.2794276635742303	6 days 06:00:00	2 days 06:00:00
CAT	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	25.497344055175798	12.153137719515627	2.2267126454519555	-2.223988183616732	100.0	8	3.399074176583066		727 days 06:00:00	3.361584777094717	3 days 06:00:00	2 days 04:00:00
IBM	2024-05-14 13:30:00+00:00	2026-05-11 19:30:00+00:00	15.895305633544885	7.734275078458541	1.7572457088544884	-3.049720270909051	100.0	3	7.760407035134332		727 days 06:00:00	7.759058829649668	7 days 06:00:00	4 days 18:00:00
