Ticker	EntryTime	ExitTime	Return [%]	CAGR [%]	Sharpe Ratio	Max. Drawdown [%]	Win Rate [%]	# Trades	Expectancy [%]	Profit Factor	Duration	Avg. Trade [%]	Max. Trade Duration	Avg. Trade Duration
SPY	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	23.632701110839808	11.308484272253573	3.1526691239616906	-2.074038615847218	100.0	19	1.2185325154363658		727 days 06:00:00	1.2157035929112103	10 days 00:00:00	3 days 04:00:00
META	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	82.6274484252929	35.54811326120677	1.5929844405792033	-1.3062157709807676	100.0	13	5.332753126773163		727 days 06:00:00	5.224603108225234	6 days 23:00:00	2 days 16:00:00
AAPL	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	33.08309127807617	15.526947452361606	2.103751590447493	-6.468401676894664	88.88888888888889	11	3.2868516633119738	21.137925676238833	727 days 06:00:00	3.2471933256334573	10 days 00:00:00	5 days 20:00:00
AMZN	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	62.040758666992204	27.603432135700157	2.2849045830700456	-2.609392938090893	90.47619047619048	22	2.374376357920766	30.22224172540473	727 days 06:00:00	2.343343274836207	8 days 22:00:00	2 days 13:00:00
NFLX	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	51.17916381835938	23.20979292313663	2.7232894066015363	-4.745658776464124	100.0	14	3.75417466883746		727 days 06:00:00	3.5907917672670653	36 days 02:00:00	5 days 10:00:00
MRNA	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	29.22720230102539	13.824265515116906	1.215365807758967	-1.4620648259873303	100.0	3	13.72409264303397		727 days 06:00:00	13.720586117587462	6 days 06:00:00	3 days 15:00:00
TSLA	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	77.78800338745117	33.7221167572531	1.6771131720004677	-9.560208781699364	85.71428571428571	9	9.42784843787205	18.105010396761575	727 days 06:00:00	8.677406319167623	23 days 23:00:00	7 days 22:00:00
TNA	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	128.20842514038083	51.69144410114173	2.514594837995848	-3.8907571860135493	100.0	15	6.657863334082205		727 days 06:00:00	6.561095227665947	11 days 20:00:00	3 days 09:00:00
GLD	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	29.43516342163088	13.916733243679191	3.1708394993409494	-0.8397027944575308	100.0	16	1.7657673411752839		727 days 06:00:00	1.7552918967046471	8 days 20:00:00	3 days 03:00:00
SLV	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	46.068109855651876	21.08828566930039	1.4405720068727432	-13.571901104978966	100.0	14	3.236387703813113		727 days 06:00:00	3.2114094688241446	82 days 04:00:00	9 days 06:00:00
USO	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	5.764980316162109	2.870985368759049	1.084867528592744	-1.1751632907600507	100.0	3	2.873454483759297		727 days 06:00:00	2.855389149737353	2 days 04:00:00	1 days 15:00:00
BAC	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	22.956185188293457	11.00047605858685	2.599109009507502	-0.9691870663148472	100.0	11	2.0981237762004		727 days 06:00:00	2.0912967384692838	7 days 01:00:00	3 days 12:00:00
CVX	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	16.55227462768555	8.042256776322198	1.8320629615292443	-2.8637125815808795	81.81818181818183	12	1.420911860789219	18.858538467896167	727 days 06:00:00	1.411826160474683	8 days 20:00:00	3 days 07:00:00
XOM	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	19.87487831115726	9.586869127610797	1.0507550301703228	-12.193186568112468	100.0	7	3.837630823532292		727 days 06:00:00	3.7068536273876074	148 days 19:00:00	32 days 09:00:00
QQQ	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	41.54592102050778	19.180355935051118	3.2704769805646356	-1.2588787027249748	100.0	19	2.124397909949119		727 days 06:00:00	2.1123019017506905	7 days 03:00:00	4 days 13:00:00
MSFT	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	13.347397460937483	6.531582743922604	1.4786892374792313	-5.772521435963174	100.0	7	2.5695585208458382		727 days 06:00:00	2.55472159238197	33 days 23:00:00	8 days 20:00:00
NVDA	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	74.01517608642578	32.28143848619067	2.1784769894547873	-3.1903753624954345	100.0	13	5.3653230039460365		727 days 06:00:00	5.193284823277122	9 days 05:00:00	2 days 23:00:00
WMT	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	46.88605094909671	21.430240003234236	3.215149486694286	-2.3600439235598847	100.0	17	2.616144076602153		727 days 06:00:00	2.604564034508927	15 days 01:00:00	5 days 01:00:00
BA	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	6.361348419189417	3.163508770079271	0.7507144583343356	-4.86018779908658	75.0	5	1.5811991557835108	4.369597323729886	727 days 06:00:00	1.5584392211572151	8 days 02:00:00	4 days 17:00:00
DIS	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	34.059543991088844	15.954239832176075	1.3442880103687462	-4.756203783635826	83.33333333333334	8	5.221940586047752	9.448499930419704	727 days 06:00:00	5.03155682228551	13 days 23:00:00	6 days 04:00:00
CAT	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	21.933776855468768	10.533391617150055	2.014354207258418	-3.2695991007866465	100.0	12	1.8642368165114966		727 days 06:00:00	1.8554647583988393	4 days 00:00:00	1 days 17:00:00
IBM	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	45.00259780883789	20.64140527697196	3.072472635510261	-1.5159933866747077	90.9090909090909	13	3.5398297067616125	36.991655261816604	727 days 06:00:00	3.469987154971399	32 days 20:00:00	6 days 13:00:00
WFC	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	24.836570892333967	11.854533224016016	2.614092830575576	-1.6688706535250564	100.0	12	2.0561664023338992		727 days 06:00:00	2.042917576314629	8 days 02:00:00	3 days 11:00:00
PLTR	2023-06-29 13:30:00+00:00	2025-06-25 19:30:00+00:00	57.598074836730916	25.824492678090305	1.3335654104724728	-19.9578879547745	84.61538461538461	14	3.7520962888736666	4.730714478794602	727 days 06:00:00	3.5722181551520293	6 days 19:00:00	3 days 01:00:00
