Close	High	Low	Open	Volume	datetime	companyName	SMA20	SMA40	tipo_vela	pivotHigh	pivotLow	isPivot	dif_pivot	dif_ant1	dif_ant2	cncf01	PM40_PM20	trendH	trendcurrhigh	bearishSlope	ind_posicion	promVol	sl_highs	r_sq_h	isBreakOut	isBreakOutIni	breakpointpos	isBreakOutFinal	caso
557.3200073242188	560.3699951171875	557.1099853515625	559.760009765625	5945018	2024-07-11 14:30:00+00:00	SPY	557.177456665039	554.0867477416992						2.45001220703125	3.94000244140625	0	-3.0907089233397755				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
557.2050170898438	557.5900268554688	556.1799926757812	557.3200073242188	5969436	2024-07-11 15:30:00+00:00	SPY	557.2927062988281	554.3836227416992						0.114990234375	2.56500244140625	0	-2.909083557128838				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
557.0800170898438	557.77001953125	555.8800048828125	557.2098999023438	4159995	2024-07-11 16:30:00+00:00	SPY	557.385708618164	554.6591232299804						0.125	0.239990234375	0	-2.7265853881835938				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
556.25	557.0900268554688	555.8300170898438	557.0900268554688	3413299	2024-07-11 17:30:00+00:00	SPY	557.4672576904297	554.9194976806641			555.8290170898438	2.0	-5.547987792968797	0.83001708984375	0.95501708984375	0	-2.547760009765625				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
556.5579833984375	557.489990234375	556.1900024414062	556.2899780273438	4778361	2024-07-11 18:30:00+00:00	SPY	557.5281555175782	555.166960144043	Harami					-0.3079833984375	0.52203369140625	0	-2.3611953735352245				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
556.4199829101562	557.5700073242188	556.4000244140625	556.5599975585938	10326962	2024-07-11 19:30:00+00:00	SPY	557.5481536865234	555.3843353271484						0.13800048828125	-0.16998291015625	0	-2.163818359375				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
559.780029296875	559.8599853515625	557.1500244140625	557.6300048828125	8056066	2024-07-12 13:30:00+00:00	SPY	557.7346557617187	555.6794616699219						-3.36004638671875	-3.2220458984375	0	-2.055194091796807				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
561.7205200195312	561.72998046875	559.6799926757812	559.780029296875	6205261	2024-07-12 14:30:00+00:00	SPY	557.986181640625	555.9982254028321	Marubozu					-1.94049072265625	-5.300537109375	0	-1.9879562377929005				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
560.6400146484375	561.760009765625	560.1300048828125	561.7100219726562	3585984	2024-07-12 15:30:00+00:00	SPY	558.2181823730468	556.2847259521484						1.08050537109375	-0.8599853515625	0	-1.9334564208984375				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
562.4299926757812	562.4299926757812	560.4400024414062	560.6300048828125	4013536	2024-07-12 16:30:00+00:00	SPY	558.5524322509766	556.5947250366211	Engulfing					-1.78997802734375	-0.70947265625	0	-1.957707214355537				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
562.9949951171875	563.6699829101562	562.22998046875	562.4249877929688	5206576	2024-07-12 17:30:00+00:00	SPY	558.9129333496094	556.8911026000976						-0.56500244140625	-2.35498046875	0	-2.0218307495117642				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
562.8200073242188	563.2949829101562	562.5599975585938	563.0	4062451	2024-07-12 18:30:00+00:00	SPY	559.2614349365234	557.159228515625						0.17498779296875	-0.3900146484375	0	-2.1022064208983693				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
559.9000244140625	562.8200073242188	558.9500122070312	562.8200073242188	12466985	2024-07-12 19:30:00+00:00	SPY	559.3884368896485	557.3339797973633						2.91998291015625	3.094970703125	0	-2.0544570922851335				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
562.7000122070312	562.8300170898438	561.3900146484375	562.030029296875	7516929	2024-07-15 13:30:00+00:00	SPY	559.639437866211	557.56123046875	Harami					-2.79998779296875	0.1199951171875	0	-2.0782073974610284				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
563.719970703125	564.8370971679688	562.6588745117188	562.7000122070312	4428783	2024-07-15 14:30:00+00:00	SPY	559.8784362792969	557.8076095581055		564.8380971679687		1.0		-1.01995849609375	-3.8199462890625	0	-2.0708267211914517				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
562.8900146484375	564.1500244140625	562.1400146484375	563.72998046875	3875212	2024-07-15 15:30:00+00:00	SPY	560.0544311523438	558.0288604736328						0.8299560546875	-0.19000244140625	0	-2.0255706787110057				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
561.6699829101562	563.1799926757812	561.3599853515625	562.8800048828125	3202144	2024-07-15 16:30:00+00:00	SPY	560.1599304199219	558.2118606567383						1.22003173828125	2.04998779296875	0	-1.9480697631836392				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
561.8101196289062	561.8499755859375	560.7100219726562	561.6199951171875	2822803	2024-07-15 17:30:00+00:00	SPY	560.2469360351563	558.3896133422852	Hammer					-0.14013671875	1.07989501953125	0	-1.8573226928710938				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
562.0698852539062	562.5599975585938	561.6400146484375	561.8099975585938	3368310	2024-07-15 18:30:00+00:00	SPY	560.2874298095703	558.554067993164						-0.259765625	-0.39990234375	0	-1.7333618164062727				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
561.489990234375	562.2849731445312	559.6300048828125	562.0700073242188	8773715	2024-07-15 19:30:00+00:00	SPY	560.3734283447266	558.7070678710937						0.57989501953125	0.32012939453125	0	-1.6663604736328352				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
562.6599731445312	563.6099853515625	562.0999755859375	562.864990234375	6784101	2024-07-16 13:30:00+00:00	SPY	560.6404266357422	558.9089416503906						-1.16998291015625	-0.590087890625	0	-1.7314849853515852				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
563.5399780273438	564.469970703125	562.4199829101562	562.7598876953125	3770100	2024-07-16 14:30:00+00:00	SPY	560.9571746826172	559.1249404907227						-0.8800048828125	-2.04998779296875	0	-1.8322341918944858				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
562.6400146484375	563.5900268554688	562.22998046875	563.530029296875	2497390	2024-07-16 15:30:00+00:00	SPY	561.2351745605469	559.3104415893555						0.89996337890625	0.01995849609375	0	-1.9247329711913608				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
562.739990234375	563.5900268554688	562.2899780273438	562.6099853515625	2735468	2024-07-16 16:30:00+00:00	SPY	561.5596740722656	559.5134658813477						-0.0999755859375	0.79998779296875	0	-2.0462081909179233				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
563.3900146484375	563.5900268554688	562.47998046875	562.7100219726562	2991534	2024-07-16 17:30:00+00:00	SPY	561.9012756347656	559.7147155761719						-0.6500244140625	-0.75	0	-2.1865600585937273				-1	6169648.052631579	-0.7314357902221018	0.980411431330079					1
