Ticker	EntryTime	ExitTime	Return [%]	CAGR [%]	Sharpe Ratio	Max. Drawdown [%]	Win Rate [%]	# Trades	Expectancy [%]	Profit Factor	Duration	Avg. Trade [%]	Max. Trade Duration	Avg. Trade Duration
IBM	2023-12-05 14:30:00+00:00	2025-12-01 20:30:00+00:00	142.4393235778807	56.39699376401992	3.168101593769195	-4.13744439911955	93.10344827586206	33	3.178862790680154	73.29887000474865	727 days 06:00:00	3.131684755894959	10 days 23:00:00	3 days 06:00:00
WFC	2023-12-05 14:30:00+00:00	2025-12-01 20:30:00+00:00	187.30526428222655	70.39941613745577	2.9188580333007983	-10.303968992143343	96.42857142857143	37	3.924413361234278	44.96787454884313	727 days 06:00:00	3.849107322592271	15 days 00:00:00	5 days 02:00:00
PLTR	2023-12-05 14:30:00+00:00	2025-12-01 20:30:00+00:00	863.2545230674746	213.90561981585367	2.807411781834902	-6.911693785049522	96.55172413793103	32	8.342277150767998	10149.080996863795	727 days 06:00:00	8.131233443190311	13 days 19:00:00	3 days 14:00:00
AMD	2023-12-05 14:30:00+00:00	2025-12-01 20:30:00+00:00	300.3011673736572	101.47046951320995	1.986521472403076	-24.518913099130014	91.17647058823529	38	4.33442394662235	8.965528217269386	727 days 06:00:00	4.178912647980826	13 days 00:00:00	3 days 16:00:00
AVGO	2023-12-05 14:30:00+00:00	2025-12-01 20:30:00+00:00	870.2575202178957	215.05605634157655	2.8326745928638073	-12.032717881431532	96.7741935483871	36	7.789298585106251	146.27149835938513	727 days 06:00:00	7.629526030426126	14 days 00:00:00	4 days 05:00:00
HOOD	2023-12-05 14:30:00+00:00	2025-12-01 20:30:00+00:00	869.0129929447176	214.85190926538075	2.6840974355944343	-9.013559813037975	100.0	30	8.709718426807243		727 days 06:00:00	8.456639494505659	7 days 01:00:00	2 days 22:00:00
CRWV	2025-03-28 16:30:00+00:00	2025-12-01 20:30:00+00:00	88.12555374145508	153.77531563841976	1.5193474147086135	-31.589650067630537	87.5	10	9.475148108483038	4.741229908503387	248 days 04:00:00	8.23025599490883	12 days 21:00:00	4 days 14:00:00
MSTR	2023-12-05 14:30:00+00:00	2025-12-01 20:30:00+00:00	5333.501170730589	652.025672808071	1.7658821726889566	-19.484914652600338	97.36842105263158	45	11.443877930161298	187.2117099476626	727 days 06:00:00	10.860532314833304	13 days 06:00:00	3 days 06:00:00
UNH	2023-12-05 14:30:00+00:00	2025-12-01 20:30:00+00:00	151.66719802856457	59.3754618464728	2.8111553466149304	-3.774350861555842	100.0	30	3.801451382455931		727 days 06:00:00	3.6530220070248864	11 days 19:00:00	3 days 08:00:00
GOOG	2023-12-05 14:30:00+00:00	2025-12-01 20:30:00+00:00	206.35739044189458	76.01520857574012	3.2589232000433013	-2.9021777949133187	100.0	27	4.847984837368569		727 days 06:00:00	4.798943218764018	7 days 01:00:00	4 days 01:00:00
APP	2023-12-05 14:30:00+00:00	2025-12-01 20:30:00+00:00	640.6626562500002	174.89512622082106	1.316853659721273	-29.355534551847207	85.0	24	11.777592517905697	10.496980105372153	727 days 06:00:00	10.560684770976781	11 days 00:00:00	4 days 23:00:00
UBER	2023-12-05 14:30:00+00:00	2025-12-01 20:30:00+00:00	389.2828067779541	122.96396902352873	2.7734826976720006	-9.381391910918847	97.36842105263158	45	4.382732427469291	25.589491816963882	727 days 06:00:00	4.274978715666533	11 days 21:00:00	3 days 14:00:00
